student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,total_score,full_name,Performance
748,Haleigh,Antrum,25,hantrumkr@posterous.com,CHINA,56,53,87,65,Haleigh Antrum,Good
749,Gare,Skoate,25,gskoateks@home.pl,UKRAINE,48,19,3,23,Gare Skoate,Poor
750,Lara,Brannan,22,lbrannankt@google.ca,ISRAEL,14,89,59,54,Lara Brannan,Average
751,Dukey,Paolino,23,dpaolinoku@ted.com,CHINA,7,68,48,41,Dukey Paolino,Average
752,Maddie,Penritt,23,mpenrittkv@umn.edu,RUSSIA,62,75,5,47,Maddie Penritt,Average
753,Darelle,Greedier,19,dgreedierkw@netlog.com,CHINA,45,67,36,49,Darelle Greedier,Average
754,Zollie,Bissett,22,zbissettkx@economist.com,GUATEMALA,93,29,94,72,Zollie Bissett,Good
755,Arleen,Stroyan,25,astroyanky@google.com.br,INDONESIA,35,78,86,66,Arleen Stroyan,Good
756,Gretal,Deuss,20,gdeusskz@accuweather.com,TUNISIA,62,54,28,48,Gretal Deuss,Average
757,Ethelbert,Coltart,20,ecoltartl0@ihg.com,UNITED STATES,48,59,99,68,Ethelbert Coltart,Good
758,Geoff,Clemenzo,18,gclemenzol1@google.ca,THAILAND,68,7,10,28,Geoff Clemenzo,Poor
759,Valentine,Staddon,20,vstaddonl2@is.gd,INDONESIA,42,75,2,39,Valentine Staddon,Poor
760,Deva,Splevin,23,dsplevinl3@upenn.edu,PHILIPPINES,60,63,1,41,Deva Splevin,Average
761,Gloria,Ricciardiello,23,gricciardiellol4@comcast.net,CHINA,20,100,49,56,Gloria Ricciardiello,Average
762,Genna,Klossmann,23,gklossmannl5@bigcartel.com,PHILIPPINES,9,15,86,36,Genna Klossmann,Poor
763,Cathi,Groomebridge,25,cgroomebridgel6@youtube.com,CHINA,87,11,79,59,Cathi Groomebridge,Average
764,Wash,Roocroft,18,wroocroftl7@samsung.com,SWEDEN,40,59,46,48,Wash Roocroft,Average
765,Yorgo,Leaver,18,yleaverl8@booking.com,BULGARIA,58,11,81,50,Yorgo Leaver,Average
766,Gregg,Henrys,19,ghenrysl9@wufoo.com,VENEZUELA,100,39,76,71,Gregg Henrys,Good
767,Tami,Whitehouse,24,twhitehousela@discovery.com,UNITED STATES,80,29,31,46,Tami Whitehouse,Average
768,Hillard,Futter,20,hfutterlb@naver.com,PERU,65,36,30,43,Hillard Futter,Average
769,Alissa,Wadforth,18,awadforthlc@earthlink.net,COLOMBIA,0,15,10,8,Alissa Wadforth,Poor
770,Arthur,Hindes,22,ahindesld@google.co.uk,CANADA,27,88,63,59,Arthur Hindes,Average
771,Karly,Mamwell,21,kmamwellle@rambler.ru,KUWAIT,87,13,66,55,Karly Mamwell,Average
772,Alvis,Kidwell,18,akidwelllf@issuu.com,ARGENTINA,99,55,86,80,Alvis Kidwell,Excellent
773,Spike,Fishburn,22,sfishburnlg@desdev.cn,MARTINIQUE,69,75,71,71,Spike Fishburn,Good
774,Travis,Colliber,24,tcolliberlh@fda.gov,POLAND,13,62,15,30,Travis Colliber,Poor
775,Frederik,Batalini,22,fbatalinili@feedburner.com,BRAZIL,46,2,38,28,Frederik Batalini,Poor
776,Evelina,Stallworth,23,estallworthlj@archive.org,NIGERIA,72,85,80,79,Evelina Stallworth,Good
777,Jaimie,MacGowan,19,jmacgowanlk@nasa.gov,FRANCE,11,63,48,40,Jaimie MacGowan,Average
778,Marcelle,Seegar,20,mseegarll@xrea.com,GREECE,96,64,97,85,Marcelle Seegar,Excellent
779,Mallory,Eady,20,meadylm@mozilla.org,RUSSIA,72,74,64,70,Mallory Eady,Good
780,Noella,Barrowclough,22,nbarrowcloughln@plala.or.jp,UNITED STATES,80,100,28,69,Noella Barrowclough,Good
781,Tore,Tindle,21,ttindlelo@cisco.com,PORTUGAL,44,18,42,34,Tore Tindle,Poor
782,Ailis,Boeck,25,aboecklp@parallels.com,CZECH REPUBLIC,43,95,79,72,Ailis Boeck,Good
783,Viviene,Cheson,21,vchesonlq@columbia.edu,TOGO,31,54,89,58,Viviene Cheson,Average
784,Lory,Whitcher,21,lwhitcherlr@fastcompany.com,MEXICO,83,57,4,48,Lory Whitcher,Average
785,Susannah,Baudacci,22,sbaudaccils@npr.org,RUSSIA,21,25,39,28,Susannah Baudacci,Poor
786,Neilla,Humfrey,23,nhumfreylt@usatoday.com,JORDAN,0,68,48,38,Neilla Humfrey,Poor
787,Dun,Scotland,23,dscotlandlu@geocities.com,ALBANIA,58,26,85,56,Dun Scotland,Average
788,Melisent,Size,20,msizelv@twitter.com,INDONESIA,92,30,12,44,Melisent Size,Average
789,Millisent,Conws,25,mconwslw@sciencedirect.com,POLAND,68,53,4,41,Millisent Conws,Average
790,Fallon,Carragher,21,fcarragherlx@google.co.jp,CHINA,35,79,47,53,Fallon Carragher,Average
791,Ulysses,Czajka,20,uczajkaly@lulu.com,PHILIPPINES,26,33,56,38,Ulysses Czajka,Poor
792,Jard,Kerwood,19,jkerwoodlz@imageshack.us,UZBEKISTAN,87,44,13,48,Jard Kerwood,Average
793,Koralle,Kellington,18,kkellingtonm0@merriam-webster.com,RUSSIA,64,10,36,36,Koralle Kellington,Poor
794,Trixie,Pitway,22,tpitwaym1@state.tx.us,NIGERIA,36,77,37,50,Trixie Pitway,Average
795,Vonny,Anthonies,20,vanthoniesm2@wordpress.org,INDONESIA,76,52,32,53,Vonny Anthonies,Average
796,Ariela,Mateos,25,amateosm3@state.tx.us,BRAZIL,23,14,33,23,Ariela Mateos,Poor
797,Letizia,Staves,20,lstavesm4@shutterfly.com,AFGHANISTAN,8,32,56,32,Letizia Staves,Poor
798,Fionna,Whapples,21,fwhapplesm5@squarespace.com,PERU,97,81,46,74,Fionna Whapples,Good
799,Abbe,Reitenbach,19,areitenbachm6@wunderground.com,NIGERIA,40,53,25,39,Abbe Reitenbach,Poor
800,Gretchen,Barzen,24,gbarzenm7@google.ru,SERBIA,3,31,92,42,Gretchen Barzen,Average
801,Sheffie,Grigolli,25,sgrigollim8@mac.com,CHILE,47,34,20,33,Sheffie Grigolli,Poor
802,Hendrik,Heinert,21,hheinertm9@fema.gov,POLAND,14,59,17,30,Hendrik Heinert,Poor
803,Josh,Lofthouse,24,jlofthousema@360.cn,COLOMBIA,70,24,71,55,Josh Lofthouse,Average
804,Aeriela,Heeley,22,aheeleymb@dion.ne.jp,UNITED STATES,15,44,93,50,Aeriela Heeley,Average
805,Trish,Drynan,24,tdrynanmc@ibm.com,PHILIPPINES,41,81,41,54,Trish Drynan,Average
806,Kynthia,Fancutt,19,kfancuttmd@chron.com,POLAND,12,38,83,44,Kynthia Fancutt,Average
807,Francene,BURWIN,23,fburwinme@gov.uk,LITHUANIA,9,92,6,35,Francene BURWIN,Poor
808,Danica,Zincke,23,dzinckemf@tripadvisor.com,SAUDI ARABIA,10,24,87,40,Danica Zincke,Average
809,Izabel,Lowdham,22,ilowdhammg@home.pl,BULGARIA,11,97,18,42,Izabel Lowdham,Average
810,Pierre,Leathlay,20,pleathlaymh@upenn.edu,CHINA,90,42,14,48,Pierre Leathlay,Average
811,Daffy,Firmager,19,dfirmagermi@pbs.org,INDONESIA,63,50,58,57,Daffy Firmager,Average
812,Nancee,Brew,25,nbrewmj@msu.edu,MOROCCO,29,44,83,52,Nancee Brew,Average
813,Tristan,Ryde,20,trydemk@sitemeter.com,ARGENTINA,28,35,99,54,Tristan Ryde,Average
814,Nickolaus,Bernaert,23,nbernaertml@europa.eu,COLOMBIA,6,56,25,29,Nickolaus Bernaert,Poor
815,Cchaddie,Boncoeur,20,cboncoeurmm@shareasale.com,UNITED STATES,44,94,53,63,Cchaddie Boncoeur,Good
816,Liane,Greedier,22,lgreediermn@shop-pro.jp,MOROCCO,58,56,78,64,Liane Greedier,Good
817,Craggie,Cardno,23,ccardnomo@odnoklassniki.ru,THAILAND,94,58,20,57,Craggie Cardno,Average
818,Nikaniki,Ronchetti,21,nronchettimp@usa.gov,BOSNIA AND HERZEGOVINA,93,16,24,44,Nikaniki Ronchetti,Average
819,Aleece,Swyer-Sexey,22,aswyersexeymq@dell.com,CHINA,58,8,3,23,Aleece Swyer-Sexey,Poor
820,Mari,Binnes,20,mbinnesmr@goo.gl,IRELAND,70,9,38,39,Mari Binnes,Poor
821,Dallas,Feeley,18,dfeeleyms@ca.gov,POLAND,13,40,96,49,Dallas Feeley,Average
822,Melisa,Mathewes,22,mmathewesmt@unesco.org,CZECH REPUBLIC,50,17,73,46,Melisa Mathewes,Average
823,Nessa,Callaway,22,ncallawaymu@twitter.com,POLAND,99,40,7,48,Nessa Callaway,Average
824,Craggy,Cayette,18,ccayettemv@ehow.com,CHINA,34,82,71,62,Craggy Cayette,Good
825,Emmi,Braunston,25,ebraunstonmw@youku.com,CROATIA,7,81,17,35,Emmi Braunston,Poor
826,Grethel,Matushevitz,23,gmatushevitzmx@huffingtonpost.com,INDONESIA,26,93,87,68,Grethel Matushevitz,Good
827,Herbie,McDell,20,hmcdellmy@eepurl.com,CHINA,88,36,67,63,Herbie McDell,Good
828,Berte,Alfonso,25,balfonsomz@kickstarter.com,CHILE,98,43,26,55,Berte Alfonso,Average
829,Bowie,Tibbotts,18,btibbottsn0@hhs.gov,UNITED STATES,44,70,79,64,Bowie Tibbotts,Good
830,Pearle,Bolderoe,22,pbolderoen1@guardian.co.uk,PERU,11,34,14,19,Pearle Bolderoe,Poor
831,Egor,Mattisssen,25,emattisssenn2@gravatar.com,PERU,19,22,59,33,Egor Mattisssen,Poor
832,Alejoa,Panketh,18,apankethn3@google.ru,UKRAINE,37,70,3,36,Alejoa Panketh,Poor
833,Emmeline,Boocock,18,eboocockn4@ted.com,PERU,20,28,18,22,Emmeline Boocock,Poor
834,Mora,McKerlie,25,mmckerlien5@delicious.com,PERU,95,56,87,79,Mora McKerlie,Good
835,Ilyssa,Geraldini,23,igeraldinin6@yahoo.com,CHINA,93,61,14,56,Ilyssa Geraldini,Average
836,Nickolaus,Grissett,23,ngrissettn7@mashable.com,CHINA,69,3,11,27,Nickolaus Grissett,Poor
837,Virgie,Nowaczyk,19,vnowaczykn8@google.com.br,BRAZIL,75,61,76,70,Virgie Nowaczyk,Good
838,Maude,Darrington,24,mdarringtonn9@mapy.cz,PORTUGAL,51,74,100,75,Maude Darrington,Good
839,Purcell,Delgado,23,pdelgadona@auda.org.au,CANADA,22,53,88,54,Purcell Delgado,Average
840,Phyllis,Cammidge,22,pcammidgenb@noaa.gov,THAILAND,56,86,1,47,Phyllis Cammidge,Average
841,Colene,Masarrat,23,cmasarratnc@plala.or.jp,MADAGASCAR,8,16,9,11,Colene Masarrat,Poor
842,West,Caulcott,24,wcaulcottnd@businessinsider.com,UNITED STATES,48,33,85,55,West Caulcott,Average
843,Maudie,Sugden,21,msugdenne@lulu.com,UNITED KINGDOM,38,9,52,33,Maudie Sugden,Poor
844,Harlan,Dougharty,23,hdoughartynf@howstuffworks.com,PAKISTAN,92,46,31,56,Harlan Dougharty,Average
845,Jarvis,Duligal,23,jduligalng@admin.ch,PERU,34,43,14,30,Jarvis Duligal,Poor
846,Jeffry,Wabersich,19,jwabersichnh@microsoft.com,PORTUGAL,61,55,45,53,Jeffry Wabersich,Average
847,Marisa,Vallow,21,mvallowni@dmoz.org,FINLAND,70,41,36,49,Marisa Vallow,Average
848,Sybille,Winslow,20,swinslownj@godaddy.com,COSTA RICA,60,41,21,40,Sybille Winslow,Average
849,Ruperto,Onn,25,ronnnk@kickstarter.com,LUXEMBOURG,78,91,48,72,Ruperto Onn,Good
850,Bernadina,Giacomi,25,bgiacominl@squarespace.com,FRANCE,81,34,29,48,Bernadina Giacomi,Average
851,Brook,Pree,18,bpreenm@wikipedia.org,INDONESIA,42,84,30,52,Brook Pree,Average
852,Lilias,Surmeir,25,lsurmeirnn@sun.com,CHINA,14,68,3,28,Lilias Surmeir,Poor
853,Elnore,Justice,23,ejusticeno@ezinearticles.com,BRAZIL,29,26,64,39,Elnore Justice,Poor
854,Gaspard,McInulty,18,gmcinultynp@theglobeandmail.com,CHINA,3,65,100,56,Gaspard McInulty,Average
855,Gregory,De Haven,19,gdehavennq@army.mil,CHINA,75,33,28,45,Gregory De Haven,Average
856,Georges,Balaison,23,gbalaisonnr@xing.com,MAYOTTE,6,79,10,31,Georges Balaison,Poor
857,Milo,Studde,23,mstuddens@imgur.com,PARAGUAY,95,28,69,64,Milo Studde,Good
858,Myrilla,Kachel,18,mkachelnt@smugmug.com,INDONESIA,77,46,3,42,Myrilla Kachel,Average
859,Joycelin,O'Glessane,22,joglessanenu@upenn.edu,SLOVENIA,12,3,23,12,Joycelin O'Glessane,Poor
860,Abbi,Mucklestone,20,amucklestonenv@google.it,INDONESIA,47,24,1,24,Abbi Mucklestone,Poor
861,Catarina,Hawford,20,chawfordnw@nymag.com,SWEDEN,74,71,55,66,Catarina Hawford,Good
862,Lotti,Triggel,22,ltriggelnx@1688.com,RUSSIA,52,11,70,44,Lotti Triggel,Average
863,Hugo,Van't Hoff,23,hvanthoffny@jimdo.com,ARGENTINA,65,67,66,66,Hugo Van't Hoff,Good
864,Tasha,Togher,23,ttoghernz@washington.edu,SOUTH AFRICA,93,48,88,76,Tasha Togher,Good
865,Bronny,Freke,25,bfrekeo0@purevolume.com,ARGENTINA,68,56,60,61,Bronny Freke,Good
866,Haze,Riping,22,hripingo1@drupal.org,SWEDEN,2,11,9,7,Haze Riping,Poor
867,Avrom,Joannidi,24,ajoannidio2@state.gov,CHINA,92,100,43,78,Avrom Joannidi,Good
868,Rozanna,Portigall,21,rportigallo3@bigcartel.com,HONDURAS,12,58,42,37,Rozanna Portigall,Poor
869,Agneta,Staniland,21,astanilando4@prnewswire.com,CHINA,44,35,17,32,Agneta Staniland,Poor
870,Zelma,Jedrzej,19,zjedrzejo5@opensource.org,PERU,12,52,99,54,Zelma Jedrzej,Average
871,Raynard,Sallis,19,rsalliso6@state.tx.us,PHILIPPINES,28,40,2,23,Raynard Sallis,Poor
872,Joanna,Pirrone,21,jpirroneo7@discovery.com,FRANCE,64,53,88,68,Joanna Pirrone,Good
873,Gabbi,Twitty,25,gtwittyo8@unicef.org,SOUTH KOREA,25,74,86,61,Gabbi Twitty,Good
874,Noelani,Burnep,20,nburnepo9@moonfruit.com,SOUTH AFRICA,55,92,46,64,Noelani Burnep,Good
875,Bourke,Veevers,24,bveeversoa@freewebs.com,RUSSIA,39,51,12,34,Bourke Veevers,Poor
876,Darrick,Goullee,25,dgoulleeob@google.cn,BOLIVIA,78,38,92,69,Darrick Goullee,Good
877,Louella,Helder,23,lhelderoc@amazon.co.uk,INDONESIA,71,28,91,63,Louella Helder,Good
878,Arley,Shoosmith,21,ashoosmithod@multiply.com,BRAZIL,9,61,73,47,Arley Shoosmith,Average
879,Alexine,McKeefry,25,amckeefryoe@uol.com.br,FRANCE,59,48,34,47,Alexine McKeefry,Average
880,Sarene,Wells,22,swellsof@discovery.com,ETHIOPIA,66,5,5,25,Sarene Wells,Poor
881,Vanda,Ruff,23,vruffog@npr.org,UNITED STATES,93,20,36,49,Vanda Ruff,Average
882,Isac,Andrivot,23,iandrivotoh@shinystat.com,FRANCE,11,12,14,12,Isac Andrivot,Poor
883,Chico,Christensen,21,cchristensenoi@ocn.ne.jp,DOMINICAN REPUBLIC,35,49,73,52,Chico Christensen,Average
884,Corina,Dran,23,cdranoj@uol.com.br,RUSSIA,20,45,42,35,Corina Dran,Poor
885,Penn,Donoghue,20,pdonoghueok@slate.com,IRELAND,12,82,99,64,Penn Donoghue,Good
886,Elmore,Softley,25,esoftleyol@google.com,CZECH REPUBLIC,99,82,71,84,Elmore Softley,Excellent
887,Randal,Mille,23,rmilleom@canalblog.com,POLAND,77,3,88,56,Randal Mille,Average
888,Dot,Sanz,22,dsanzon@examiner.com,INDONESIA,31,89,51,57,Dot Sanz,Average
889,Korey,Benfell,20,kbenfelloo@mayoclinic.com,RUSSIA,28,98,59,61,Korey Benfell,Good
890,Alistair,O'Neary,25,aonearyop@woothemes.com,CHINA,18,45,87,50,Alistair O'Neary,Average
891,Kizzie,Yakob,20,kyakoboq@seesaa.net,FINLAND,53,89,94,78,Kizzie Yakob,Good
892,Chad,Alejandro,20,calejandroor@adobe.com,SRI LANKA,14,1,74,29,Chad Alejandro,Poor
893,Lorry,Van der Mark,20,lvandermarkos@newsvine.com,PHILIPPINES,42,96,92,76,Lorry Van der Mark,Good
894,Zandra,Gration,20,zgrationot@pagesperso-orange.fr,PHILIPPINES,28,37,72,45,Zandra Gration,Average
895,Bernetta,Pryer,20,bpryerou@cbslocal.com,CZECH REPUBLIC,25,19,96,46,Bernetta Pryer,Average
896,Freddie,Bulley,25,fbulleyov@buzzfeed.com,INDONESIA,52,89,22,54,Freddie Bulley,Average
897,Rodd,Caldaro,24,rcaldaroow@dailymotion.com,CHINA,49,45,36,43,Rodd Caldaro,Average
898,Kaleb,Mattek,22,kmattekox@photobucket.com,CHINA,45,85,69,66,Kaleb Mattek,Good
899,Kath,Embra,21,kembraoy@bravesites.com,RUSSIA,64,35,70,56,Kath Embra,Average
900,Slade,Bullent,25,sbullentoz@wiley.com,SWEDEN,22,4,83,36,Slade Bullent,Poor
901,Filide,Druery,21,fdrueryp0@typepad.com,AZERBAIJAN,96,85,11,64,Filide Druery,Good
902,Tina,Liveing,18,tliveingp1@google.com.au,RUSSIA,66,46,91,67,Tina Liveing,Good
903,Franciskus,Dockrell,20,fdockrellp2@blogger.com,RUSSIA,74,36,35,48,Franciskus Dockrell,Average
904,Bevvy,Taudevin,18,btaudevinp3@hatena.ne.jp,INDONESIA,83,72,80,78,Bevvy Taudevin,Good
905,Barry,Cobleigh,24,bcobleighp4@t.co,VIETNAM,56,59,81,65,Barry Cobleigh,Good
906,Gustie,Udall,19,gudallp5@ehow.com,MYANMAR,26,71,7,34,Gustie Udall,Poor
907,Helen,Dericut,18,hdericutp6@people.com.cn,PORTUGAL,92,23,0,38,Helen Dericut,Poor
908,Anallise,Dunlop,21,adunlopp7@sakura.ne.jp,VIETNAM,4,20,56,26,Anallise Dunlop,Poor
909,Moishe,Wintle,23,mwintlep8@wikimedia.org,POLAND,6,52,52,36,Moishe Wintle,Poor
910,Orton,Burgot,19,oburgotp9@miibeian.gov.cn,SPAIN,73,13,22,36,Orton Burgot,Poor
911,Travus,Measey,19,tmeaseypa@illinois.edu,CHINA,100,47,51,66,Travus Measey,Good
912,Vladamir,Hamshaw,22,vhamshawpb@prweb.com,AFGHANISTAN,69,81,36,62,Vladamir Hamshaw,Good
913,Christophorus,Hayle,25,chaylepc@live.com,CHINA,69,74,10,51,Christophorus Hayle,Average
914,Purcell,Ledward,18,pledwardpd@rakuten.co.jp,UKRAINE,72,78,49,66,Purcell Ledward,Good
915,Archie,Thundercliffe,23,athundercliffepe@uol.com.br,SWEDEN,11,33,91,45,Archie Thundercliffe,Average
916,Laurene,Rosenboim,19,lrosenboimpf@creativecommons.org,PAKISTAN,72,32,25,43,Laurene Rosenboim,Average
917,Wit,Haggata,24,whaggatapg@163.com,VIETNAM,2,10,85,32,Wit Haggata,Poor
918,Finlay,Inett,22,finettph@sitemeter.com,CHINA,85,7,3,31,Finlay Inett,Poor
919,Lizabeth,Brodhead,25,lbrodheadpi@posterous.com,ZAMBIA,5,25,29,19,Lizabeth Brodhead,Poor
920,Quintilla,Trussell,21,qtrussellpj@tiny.cc,UNITED STATES,86,58,92,78,Quintilla Trussell,Good
921,Gwyneth,Dyble,21,gdyblepk@independent.co.uk,CHINA,1,35,59,31,Gwyneth Dyble,Poor
922,Tallia,Coleiro,23,tcoleiropl@quantcast.com,NIGERIA,88,44,55,62,Tallia Coleiro,Good
923,Grier,Rhoddie,22,grhoddiepm@plala.or.jp,BRAZIL,24,62,8,31,Grier Rhoddie,Poor
924,Tansy,Brogioni,22,tbrogionipn@symantec.com,CHINA,48,9,31,29,Tansy Brogioni,Poor
925,Garrard,Barthorpe,25,gbarthorpepo@nytimes.com,INDONESIA,96,0,23,39,Garrard Barthorpe,Poor
926,Jeannette,Butterfint,19,jbutterfintpp@shareasale.com,CHINA,84,28,82,64,Jeannette Butterfint,Good
927,Gerty,Edlestone,19,gedlestonepq@economist.com,PHILIPPINES,29,95,91,71,Gerty Edlestone,Good
928,Terrence,Jelf,23,tjelfpr@constantcontact.com,BOTSWANA,66,15,60,47,Terrence Jelf,Average
929,Carmella,Yarrall,18,cyarrallps@last.fm,INDONESIA,1,48,44,31,Carmella Yarrall,Poor
930,Michal,Batch,24,mbatchpt@ehow.com,INDONESIA,69,92,60,73,Michal Batch,Good
931,Mattheus,Arnall,23,marnallpu@myspace.com,INDONESIA,19,1,66,28,Mattheus Arnall,Poor
932,Courtney,Harkins,22,charkinspv@freewebs.com,INDONESIA,74,47,75,65,Courtney Harkins,Good
933,Bernard,Webburn,20,bwebburnpw@eepurl.com,CUBA,63,12,36,37,Bernard Webburn,Poor
934,Cissiee,Gilbart,25,cgilbartpx@noaa.gov,UNITED STATES,29,15,46,30,Cissiee Gilbart,Poor
935,Elana,Kilgannon,19,ekilgannonpy@github.com,UNITED STATES,65,10,41,38,Elana Kilgannon,Poor
936,Morris,Ambrose,24,mambrosepz@hubpages.com,CHINA,1,43,92,45,Morris Ambrose,Average
937,Leesa,Hicken,19,lhickenq0@blogger.com,IRELAND,48,30,14,30,Leesa Hicken,Poor
938,Beau,Berryman,18,bberrymanq1@ca.gov,GREECE,0,26,11,12,Beau Berryman,Poor
939,Darcey,Leithgoe,21,dleithgoeq2@stanford.edu,MEXICO,31,53,58,47,Darcey Leithgoe,Average
940,Carmelle,Setter,21,csetterq3@reuters.com,PHILIPPINES,85,70,49,68,Carmelle Setter,Good
941,Aida,Beaney,19,abeaneyq4@yale.edu,PORTUGAL,23,65,95,61,Aida Beaney,Good
942,Ansley,Hargie,19,ahargieq5@paginegialle.it,PORTUGAL,47,76,43,55,Ansley Hargie,Average
943,Goddard,Lochet,21,glochetq6@timesonline.co.uk,CHINA,91,14,28,44,Goddard Lochet,Average
944,Rosana,Corry,20,rcorryq7@soup.io,FINLAND,20,59,78,52,Rosana Corry,Average
945,Sophi,Beadell,24,sbeadellq8@flavors.me,BRAZIL,15,13,99,42,Sophi Beadell,Average
946,Idaline,Boxell,23,iboxellq9@newyorker.com,CHINA,46,0,4,16,Idaline Boxell,Poor
947,Amitie,Moorerud,25,amoorerudqa@tmall.com,RUSSIA,77,30,42,49,Amitie Moorerud,Average
948,Cory,Esland,20,ceslandqb@sina.com.cn,CHINA,56,13,92,53,Cory Esland,Average
949,Susana,Twohig,25,stwohigqc@telegraph.co.uk,TANZANIA,95,31,84,70,Susana Twohig,Good
950,Penni,Ruthven,24,pruthvenqd@ox.ac.uk,RUSSIA,74,6,16,32,Penni Ruthven,Poor
951,Leah,Deary,23,ldearyqe@blogspot.com,SWITZERLAND,80,44,8,44,Leah Deary,Average
952,Ginger,Doubleday,23,gdoubledayqf@multiply.com,INDONESIA,14,42,69,41,Ginger Doubleday,Average
953,Dorothy,Gobell,22,dgobellqg@histats.com,PERU,52,11,15,26,Dorothy Gobell,Poor
954,Gaile,Brazer,20,gbrazerqh@theguardian.com,MEXICO,60,97,84,80,Gaile Brazer,Excellent
955,Melisse,Queenborough,21,mqueenboroughqi@businesswire.com,CHINA,50,4,51,35,Melisse Queenborough,Poor
956,Gertrudis,Skillern,19,gskillernqj@businessweek.com,CHINA,47,11,97,51,Gertrudis Skillern,Average
957,Isadore,Gowry,18,igowryqk@miitbeian.gov.cn,VIETNAM,25,2,16,14,Isadore Gowry,Poor
958,Lonnie,Struan,24,lstruanql@hexun.com,MONGOLIA,46,56,65,55,Lonnie Struan,Average
959,Tobin,Kenyam,20,tkenyamqm@phpbb.com,UKRAINE,35,11,94,46,Tobin Kenyam,Average
960,Ardath,Shaw,25,ashawqn@go.com,ARGENTINA,99,11,76,62,Ardath Shaw,Good
961,Gilligan,Tocknell,19,gtocknellqo@google.com.hk,BRAZIL,15,43,96,51,Gilligan Tocknell,Average
962,Anson,Bickerstaffe,21,abickerstaffeqp@pbs.org,PERU,75,52,93,73,Anson Bickerstaffe,Good
963,Casie,Dowry,18,cdowryqq@istockphoto.com,INDONESIA,31,89,94,71,Casie Dowry,Good
964,Gretchen,Alvar,24,galvarqr@zdnet.com,VIETNAM,78,72,89,79,Gretchen Alvar,Good
965,Florenza,Camelin,25,fcamelinqs@paginegialle.it,CHINA,61,64,66,63,Florenza Camelin,Good
966,Engracia,Nickless,22,enicklessqt@usnews.com,CHINA,1,17,6,8,Engracia Nickless,Poor
967,Sebastian,Huggens,18,shuggensqu@photobucket.com,INDONESIA,64,42,3,36,Sebastian Huggens,Poor
968,Lonny,Fitzsymon,20,lfitzsymonqv@sina.com.cn,GREECE,64,44,4,37,Lonny Fitzsymon,Poor
969,Heidi,Fennick,18,hfennickqw@ezinearticles.com,INDONESIA,94,64,51,69,Heidi Fennick,Good
970,Nora,Chadd,21,nchaddqx@go.com,UNITED STATES,20,22,66,36,Nora Chadd,Poor
971,Bee,Guyers,21,bguyersqy@vkontakte.ru,RUSSIA,45,89,6,46,Bee Guyers,Average
972,Jack,Mellody,25,jmellodyqz@spiegel.de,BOTSWANA,87,70,74,77,Jack Mellody,Good
973,Toby,Grayham,21,tgrayhamr0@columbia.edu,CHINA,1,62,46,36,Toby Grayham,Poor
974,Claudian,Dimitru,23,cdimitrur1@ebay.co.uk,RUSSIA,89,81,7,59,Claudian Dimitru,Average
975,Silvio,Talloe,20,stalloer2@cyberchimps.com,THAILAND,90,30,0,40,Silvio Talloe,Average
976,Almeda,Dart,20,adartr3@booking.com,ARMENIA,54,12,58,41,Almeda Dart,Average
977,Amity,Roobottom,25,aroobottomr4@mashable.com,CHINA,63,85,25,57,Amity Roobottom,Average
978,Phillie,Gonsalo,25,pgonsalor5@wsj.com,RUSSIA,33,62,4,33,Phillie Gonsalo,Poor
979,Hazel,Heijne,18,hheijner6@studiopress.com,INDONESIA,58,96,65,73,Hazel Heijne,Good
980,Ingra,Ingilson,24,iingilsonr7@live.com,PAKISTAN,55,33,83,57,Ingra Ingilson,Average
981,Cariotta,Hedman,23,chedmanr8@usnews.com,PORTUGAL,7,77,37,40,Cariotta Hedman,Average
982,Babette,Kolczynski,19,bkolczynskir9@redcross.org,RUSSIA,4,86,2,30,Babette Kolczynski,Poor
983,Amata,Casford,21,acasfordra@spotify.com,NORWAY,21,18,7,15,Amata Casford,Poor
984,Amandy,Sitch,25,asitchrb@deliciousdays.com,GREECE,27,51,64,47,Amandy Sitch,Average
985,Jacquie,Coplestone,24,jcoplestonerc@springer.com,SERBIA,45,59,63,55,Jacquie Coplestone,Average
986,Cathyleen,Gooke,22,cgookerd@whitehouse.gov,ECUADOR,48,37,90,58,Cathyleen Gooke,Average
987,Ileana,Duck,24,iduckre@desdev.cn,INDONESIA,4,75,98,59,Ileana Duck,Average
988,Ingunna,Chasen,25,ichasenrf@histats.com,RUSSIA,32,15,32,26,Ingunna Chasen,Poor
989,Elston,Oxlee,18,eoxleerg@i2i.jp,CHINA,97,1,12,36,Elston Oxlee,Poor
990,Aluin,Pettus,22,apettusrh@facebook.com,PHILIPPINES,68,15,86,56,Aluin Pettus,Average
991,Janek,O'Bruen,18,jobruenri@tripadvisor.com,PHILIPPINES,87,62,15,54,Janek O'Bruen,Average
992,Rea,Haresign,18,rharesignrj@liveinternet.ru,INDONESIA,79,50,95,74,Rea Haresign,Good
993,Mersey,Vowell,21,mvowellrk@amazon.co.jp,AFGHANISTAN,31,11,1,14,Mersey Vowell,Poor
994,Mabel,Kean,22,mkeanrl@telegraph.co.uk,CZECH REPUBLIC,26,8,4,12,Mabel Kean,Poor
995,Godfree,Danbye,23,gdanbyerm@sciencedaily.com,RUSSIA,20,68,40,42,Godfree Danbye,Average
